mat_id, formula,Weyl Point?
 mp-9010, Au4Rb4S4,N
 mp-9244, Li2B2C2,N
 mp-9250, Li2Rb2Se2,N
 mp-9385, Au3RbSe2,N
 mp-9386, Au3CsSe2,N
 mp-9488, Sm6F6O6,N
 mp-9562, Be2Li2As2,N
 mp-9573, Be2Na2As2,N
 mp-9574, Be2Na2Sb2,N
 mp-9575, Be2Li2Sb2,N
 mp-973585, Lu2I2O2,N
 mp-973981, Lu2Br2O2,N
 mp-975666, Pr2Br2O2,N
 mp-9845, Ca2Rb2As2,N
 mp-9915, Be2Li2P2,N
 mp-9919, Li2Zn2Sb2,N
 mp-30528, Mn4Tl4Cl12,N
 mp-10289, Ca4B8C8,N
 mp-1047, Ca18N12,N
 mp-1143, Al12O18,N
 mp-11583, Zr4N4S2,N
 mp-11715, Mg3Sn3B6O18,N
 mp-12385, Ba4Ta2Y2O12,N
 mp-1243, Ga12O18,N
 mp-12535, K8Zn4Te8,N
 mp-12814, Ba6N2Sb2,N
 mp-13000, Ba4Ho2Ta2O12,N
 mp-13326, Lu4Pr4Se12,N
 mp-13327, Lu4Nd4Se12,N
 mp-13334, Sn6Zn6O18,N
 mp-13445, Pt4Rb8As8,N
 mp-13641, Cd6Ti6O18,N
 mp-13800, Cs8Na4Tl4F24,N
 mp-13816, Cs8Er4Na4F24,N
 mp-13898, Cs8In4Na4F24,N
 mp-13900, Cu8Sr4O8,N
 mp-13925, Cs8Na4Y4F24,N
 mp-14037, Na4Rh4Tl8F24,N
 mp-14038, Na4Rb8Rh4F24,N
 mp-14142, Ti6Zn6O18,N
 mp-14398, Ca3Sn3B6O18,N
 mp-14787, Tm12S18,N
 mp-15318, Ho2Na2Rb4F12,N
 mp-2079, Rb16P24,N
 mp-21879, Ba8Ce4Pt4O24,N
 mp-22323, In12O18,N
 mp-23054, Bi6Na6O18,N
 mp-23084, Bi4Pb4Cl4O8,N
 mp-23104, Pb8Cl4F4O4,N
 mp-23127, Ba4Bi2O12Sb2,N
 mp-23138, Pb4Cl4O8Sb4,N
 mp-24411, Al4K8Li4H24,N
 mp-24412, Al4K8Na4H24,N
 mp-24589, K4Br2H2O2,N
 mp-27253, Au16O24,N
 mp-27678, Y8Cl12,N
 mp-2826, Lu12S18,N
 mp-28453, Au4Cs4I12,N
 mp-28534, Ca4In4Br12,N
 mp-28683, Ta4Cl8I8,N
 mp-29396, Cu8Pb4O8,N
 mp-29750, Cs2Mg2Br6,N
 mp-30284, Hg2As2O6,N
 mp-30943, Mg6P6Se18,N
 mp-31220, Al2Si2Te6,N
 mp-3466, Al6Pr6O18,N
 mp-35906, Ag9Y3Cl18,N
 mp-3759, Mg6Ge6O18,N
 mp-3771, Mg6Ti6O18,N
 mp-384, Mg2P8,N
 mp-3953, Ca6C6O18,N
 mp-4190, Ca6Sn6O18,N
 mp-4385, Cd6C6O18,N
 mp-4531, Na6N6O18,N
 mp-4784, Ca4Pt4O12,N
 mp-5348, Mg6C6O18,N
 mp-539, Ga8S12,N
 mp-541785, Pd4Ge4S12,N
 mp-542180, Th4I8Te8,N
 mp-542734, Rh12O18,N
 mp-545482, Pd2O6Se2,N
 mp-545500, Ba4Cl4O8Sb4,N
 mp-547244, Bi4Sr4Cl4O8,N
 mp-550685, Ba8Ca4O24Te4,N
 mp-551092, K4Li4Zn4O8,N
 mp-551203, Sr8I8O4,N
 mp-551243, Ba4Bi4I4O8,N
 mp-551835, Ba8I8O4,N
 mp-552191, Ba4Bi2Tb2O12,N
 mp-552234, Bi4Sr4Br4O8,N
 mp-552547, Bi4Sr4I4O8,N
 mp-552806, Ba4Bi4Cl4O8,N
 mp-556094, Ag4Bi4Cl8S4,N
 mp-556405, La4C4F4N8,N
 mp-560790, Bi4Cs8Na4F24,N
 mp-561561, Cs8K4Rh4F24,N
 mp-561623, Li8U2O10,N
 mp-567373, La2C2Cl2N4,N
 mp-567431, Th4Cl16,N
 mp-567652, Cs8Li4Y4Cl24,N
 mp-567666, Ba6Bi2N2,N
 mp-567776, Ag2Au2Cs4Cl12,N
 mp-567931, In2Si2Te6,N
 mp-569623, Nb4Br8Se8,N
 mp-569812, Ba2Cl2N6,N
 mp-570229, Th4Br16,N
 mp-570379, Cs8Li4Lu4Cl24,N
 mp-570756, Cs6Li4Cl10,N
 mp-570961, Bi4Cd4I4Se8,N
 mp-571409, Cs4Li6Br10,N
 mp-580589, Cs8Er4Na4Cl24,N
 mp-5899, Al6Nd6O18,N
 mp-6204, Cs8Na4Sc4F24,N
 mp-6231, Ba8Er4O24Sb4,N
 mp-6270, Ba8Li4Re4O24,N
 mp-643708, Li2H4I2O2,N
 mp-6459, Ca3Mg3C6O18,N
 mp-6586, Al4K8Na4F24,N
 mp-6654, Cs2GaLiF6,N
 mp-6687, Ba8Ho4O24Sb4,N
 mp-675104, Na9Y3Cl18,N
 mp-676512, Al3Na9F18,N
 mp-684690, Sc8Se12,N
 mp-684969, Sc8S12,N
 mp-6960, Rb8As8Si4,N
 mp-6977, Be6N4,N
 mp-6984, K8As8Si4,N
 mp-6989, Ba2O6Se2,N
 mp-7027, In6B6O18,N
 mp-7374, Ba4Cu8O8,N
 mp-7505, K8Pd4P8,N
 mp-754152, Bi6Y6O18,N
 mp-754157, Al2In2O6,N
 mp-754329, Cd6Sn6O18,N
 mp-754409, Ho6B6O18,N
 mp-754469, Er4O4Te2,N
 mp-754701, Ca6Ti6O18,N
 mp-755313, Sc12O18,N
 mp-7560, Lu6B6O18,N
 mp-756922, Ho4O4S2,N
 mp-768175, Dy4O4S2,N
 mp-768907, Sr9O18Te3,N
 mp-770932, Li4O12Sb4,N
 mp-7714, Li8U2O10,N
 mp-7904, Cd2P8,N
 mp-8000, Sn3Sr3B6O18,N
 mp-8098, Ga2In2O6,N
 mp-8110, Al6B6O18,N
 mp-8147, K8Pd4As8,N
 mp-8180, Li6N6O18,N
 mp-8187, K8Zn4O8,N
 mp-8235, K8P8Si4,N
 mp-8257, Na8Zn4S8,N
 mp-8262, K16P24,N
 mp-8275, Cd6Ge6O18,N
 mp-861979, Ir12S18,N
 mp-867219, Ga2Sr4Ge2N2,N
 mp-8697, Sc6B6O18,N
 mp-8716, K8Mn4Se8,N
 mp-8719, K8Mn4Te8,N
 mp-886, Ga8O12,N
 mp-8930, K8As8Ge4,N
 mp-8931, Rb8Sn4As8,N
 mp-9635, Ag4Hg2S4,N
 mp-9672, K8Ni4P8,N
 mp-974381, Rh12S18,N
 mp-978093, Ho12S18,N
 mp-9839, Al4K8Li4F24,N
 mp-9890, Ag6Ta6O18,N
 mp-989400, Ga4Na4Rb8F24,N
 mp-989405, Cs8In4Li4Br24,N
 mp-989531, Cs8Ga4K4F24,N
 mp-989558, Cs8Ga4Tl4F24,N
 mp-989561, Ga4Na4Tl8F24,N
 mp-989571, Cs8In4Na4Cl24,N
 mp-989577, Ga4Li4Tl8F24,N
 mp-989578, In4Na4Rb8F24,N
 mp-989603, La4Mo4N12,N
 mp-989608, Cs8Na4As4Cl24,N
 mp-989609, W4Y4N12,N
 mp-989610, Cs8In4Na4H24,N
 mp-989617, W4Y4N12,N
 mp-989642, Al4Cs8Na4H24,N
 mp-989643, Co4La4N12,N
 mp-989645, W2Y2N6,N
 mp-13872, Cu16S12Si2,N
 mp-16961, Na24Se28Si8,N
 mp-16978, Ba6Mg2O18Sb4,N
 mp-17037, Rb4Ti2O18Si6,N
 mp-17382, Rb4Sn2O18Si6,N
 mp-17464, Sr12Ge12O36,N
 mp-17481, Mg8Ta4O18,N
 mp-17552, Ca12O36Si12,N
 mp-17792, Hg12K8Ge8S32,N
 mp-17808, Nb4Zn8O18,N
 mp-17841, Mg8Nb4O18,N
 mp-17905, Cs4Hg12S14,N
 mp-18100, Na24Ge8Se28,N
 mp-18315, Cs12O14Si4,N
 mp-18483, Rb12O14Si4,N
 mp-23426, Al8Bi4O18,N
 mp-23738, Mg6Rb6H18,N
 mp-27164, Fe6P24,N
 mp-27752, Na24Ge8S28,N
 mp-28021, Sr10Br16Cl4,N
 mp-28922, Ca8N32Si20,N
 mp-29019, Rb18I6O6,N
 mp-29205, Y12B12O36,N
 mp-29450, Cu18I18Se54,N
 mp-30990, K12O14Si4,N
 mp-31033, Hf12F48,N
 mp-3978, Sr12O36Si12,N
 mp-4971, K16Sn12Se32,N
 mp-4975, Rb6Zn6F18,N
 mp-540707, Cs4Sn2Ge6O18,N
 mp-540949, Ba6Nb4Sr2O18,N
 mp-540950, Ba6Sr2Ta4O18,N
 mp-541813, Mg6Rb6F18,N
 mp-556996, Al3K6Li3F18,N
 mp-558121, Ba4K16V8S32,N
 mp-568803, Mg4B48C8,N
 mp-571020, Cs6Mg6H18,N
 mp-571164, Ag2Rb6Sn6Se16,N
 mp-571235, Zr6I24,N
 mp-571594, Ag2K6Sn6Se16,N
 mp-619015, Cd6Cs6Cl18,N
 mp-628185, K6Na2Sn6Se16,N
 mp-6694, Cs4Zr2O18Si6,N
 mp-733604, Ba8Mg12H40,N
 mp-752713, Ho12B12O36,N
 mp-762258, Na4Sn8O18,N
 mp-765970, Sn14Ti6O40,N
 mp-768518, Al12La12O36,N
 mp-769268, Sr8Ta4O18,N
 mp-769307, Ca8Ta4O18,N
 mp-769398, Na18I6O6,N
 mp-770408, Rb12Ti4O14,N
 mp-772151, Li4Ti8O18,N
 mp-776074, Ca12Ge12O36,N
 mp-776084, Ba12O36Si12,N
 mp-778364, Na12Ti4O14,N
 mp-8380, K4O18Si8,N
 mp-866688, Cs8Pd2P4Se16,N
 mp-9711, Ba4N16Si10,N
 mp-977148, Be12Li12H36,N
 mp-10233, Ca8B4F4N8,N
 mp-10234, Sr8B4F4N8,N
 mp-10368, Co8P8Se8,N
 mp-10814, Li4Sr4B4O12,N
 mp-12221, Ca4O16Te4,N
 mp-1244, Sr8Ge16,N
 mp-13740, Ag18As18S36,N
 mp-1392, Zn8P16,N
 mp-14532, Na4Ta12O32,N
 mp-14591, Li18S36Sb18,N
 mp-1477, Ba8Si16,N
 mp-1508, La8S16,N
 mp-16870, Ba8Cd4Se12,N
 mp-16904, Ba8Cd4Te12,N
 mp-16905, Ba8Mn4Te12,N
 mp-17012, Sr16V8N24,N
 mp-17063, Ba4Cu4La4Te12,N
 mp-17123, Os16Si32,N
 mp-1714, Fe16Si32,N
 mp-17380, Ba16Ca8Pd24O48,N
 mp-17660, Cu4Pr4Sr4Se12,N
 mp-17696, Ba16V8N24,N
 mp-17697, K4Sm4F16,N
 mp-17730, K8Sn4O12,N
 mp-17914, Ca4Ga16O28,N
 mp-18008, Ba8Hg4S12,N
 mp-18040, K4Pr4F16,N
 mp-18309, Ba8Cd4S12,N
 mp-18440, Nb2Rb14As8,N
 mp-18445, Ba8Mn4S12,N
 mp-18480, Ca16Na24Ta8O48,N
 mp-18513, Ba8Mn4Se12,N
 mp-1858, Hf8O16,N
 mp-2139, Ba8Ge16,N
 mp-21461, Pb4Rb8O12,N
 mp-22569, In4O16P4,N
 mp-22665, Ag4Pb4As4S12,N
 mp-23181, Sr8I16,N
 mp-23220, Yb8Cl16,N
 mp-23373, Ba4Zn4Cl16,N
 mp-23399, Ag4Rb8I12,N
 mp-23522, Ba4Zn4Cl16,N
 mp-23632, Ca8B4Cl4N8,N
 mp-24266, Ca8B4H4N8,N
 mp-27148, Be16P32,N
 mp-27181, Au4K4Cl16,N
 mp-27199, Au8Br8Se8,N
 mp-27231, Li16O24Te8,N
 mp-27411, Tl4P20,N
 mp-2804, La16P32,N
 mp-28158, Be12K16O20,N
 mp-28255, La8H8O8,N
 mp-28278, Na8Ge4Se12,N
 mp-28326, Ga4Li4Br16,N
 mp-2833, Ir8S16,N
 mp-28365, Au4Na12O8,N
 mp-28384, Ga8Br16,N
 mp-28568, Cu4Rb12O8,N
 mp-28570, In4Na4I16,N
 mp-28584, Cu4Tl8I12,N
 mp-28630, Na12B4N8,N
 mp-28679, Ga4Na4Br16,N
 mp-28874, Hg8Br4P12,N
 mp-28970, Nd8Cl12N4,N
 mp-29001, Lu4Na4Cl16,N
 mp-29249, As8Ge8Se8,N
 mp-29312, In8I16,N
 mp-29395, Al4Na4I16,N
 mp-29432, Na4Sc4Cl16,N
 mp-29454, Na12Tl4O8,N
 mp-29598, Na4N28P16,N
 mp-29602, K8Zr4Te12,N
 mp-29693, Ag4Rb8Cl12,N
 mp-29815, La16As32,N
 mp-29835, K16Sn8Te24,N
 mp-30209, Li4B4H16,N
 mp-31086, Na4P20,N
 mp-31097, Al4K4H16,N
 mp-3123, Pd8P8Se8,N
 mp-31358, Rb18B18O36,N
 mp-31487, Nb4I20,N
 mp-3164, Ba4O16S4,N
 mp-3311, Sr4U4O16,N
 mp-3563, Ba5Nb4O15,N
 mp-3788, Al16Sr4O28,N
 mp-3831, Sm4O16P4,N
 mp-3889, Na18B18O36,N
 mp-3919, K18B18O36,N
 mp-4068, Na8Ge4S12,N
 mp-4967, Mg4O16S4,N
 mp-504554, Ba5Ta4O15,N
 mp-504630, In8Cl8Te8,N
 mp-505431, In8K16Li8As16,N
 mp-505747, In10Tl2S12,N
 mp-505767, In8K16Na8Sb16,N
 mp-540881, Ag4Cs8I12,N
 mp-541001, In4Li4I16,N
 mp-541430, Ba4Cu4La4Se12,N
 mp-5416, Na8O12Se4,N
 mp-541619, Na8O12Te4,N
 mp-542802, Cu4Pb4Y4S12,N
 mp-554903, Tb4Cl4O12Se4,N
 mp-555022, Lu4F4O12Se4,N
 mp-555495, K6Y2B4O12,N
 mp-555740, O32Si16,N
 mp-556046, Ga8Sr4B8O28,N
 mp-556532, Al4Ca4B12O28,N
 mp-556695, Na4Sr4B4O12,N
 mp-556896, Ag4Au4Ba16O24,N
 mp-556999, Er4F4O12Se4,N
 mp-557012, Li6Sc2B4O12,N
 mp-557401, Na24Pb4O20,N
 mp-557450, Na16Pt8O24,N
 mp-557457, Tm4F4O12Se4,N
 mp-557506, Bi8Ca16Na24O48,N
 mp-557807, Au4Cs4K8O8,N
 mp-558195, Ba4Ho2B4Cl2O12,N
 mp-558538, Ho4F4O12Se4,N
 mp-558629, Ba8Zn4O28Si8,N
 mp-5587, Ba8Zn4S12,N
 mp-558731, Li8S12Te4,N
 mp-560493, Ba8Cu12V4S24,N
 mp-560670, Mg4O16Se4,N
 mp-560848, Ag4Pb4S12Sb4,N
 mp-560860, Na32Pt16O48,N
 mp-560870, Ba4Ga8B8O28,N
 mp-5611, Ba4U4O16,N
 mp-561179, Ba8Cu4I4O8,N
 mp-561190, Au2Na2O16S4,N
 mp-561277, K8Pb4O12,N
 mp-561725, Cs18B18O36,N
 mp-567714, Ag4Rb8Br12,N
 mp-567967, Ga4Li4I16,N
 mp-567983, Cu4Er4Pb4Se12,N
 mp-568036, Ga8La16N24,N
 mp-568441, Mg8H16,N
 mp-568543, Na8Sn4Se12,N
 mp-568742, Hg8I16,N
 mp-568986, Au4K4Cl16,N
 mp-569129, Cu4Tl4P4Se12,N
 mp-569531, Cu4Rb8Br12,N
 mp-569764, Cu8Rb4I12,N
 mp-569815, Ru16Si32,N
 mp-569943, Ag4K8I12,N
 mp-569952, Cu4K8Cl12,N
 mp-570080, Li8Se12Te4,N
 mp-571260, Al4In4I16,N
 mp-571440, Cu4K8Br12,N
 mp-573581, Na16Se24Te8,N
 mp-574138, Cs8As4Te12,N
 mp-581857, Bi16K16F64,N
 mp-582259, Li14V2N8,N
 mp-5914, Li24B8N16,N
 mp-601257, Cu4Dy4Pb4Se12,N
 mp-601286, Cu4Pb4Tb4Se12,N
 mp-616572, Li8Pd4O28P8,N
 mp-6244, Cu4Ho4Pb4Se12,N
 mp-6300, Hg4Rb4Sb4Se12,N
 mp-640053, Cu4Rb8Cl12,N
 mp-640324, Cu4Pb4Tm4Se12,N
 mp-643248, Al2Na4Cl2H8O8,N
 mp-6678, Hg8K8S24Sb8,N
 mp-673833, Li28V4As16,N
 mp-690684, Na4B2Cl2H8O8,N
 mp-696983, Ga4K4H16,N
 mp-7280, Pd8P8S8,N
 mp-754848, Na32Sn16O48,N
 mp-754885, Ca4Sr4I16,N
 mp-755401, Cu4Na12O8,N
 mp-755486, Na8Sn4O12,N
 mp-755530, Cu4Na12O8,N
 mp-755980, Ca4Sr4I16,N
 mp-756241, Bi4Pr4O16,N
 mp-757145, Sm4Cl4H8O8,N
 mp-769287, Li8Ti4O4S8,N
 mp-769971, Ba4Ga16O28,N
 mp-775757, Hf8O16,N
 mp-776404, Zr8O16,N
 mp-776890, Rb16O8,N
 mp-778924, Zn4O16Se4,N
 mp-779156, Cd4O16Se4,N
 mp-779511, Ba16Mg8O24,N
 mp-8258, Al8Ba2S14,N
 mp-861513, Rb20H4O20Si4,N
 mp-865980, Ag4Cs4P4Se12,N
 mp-866310, Ba4Y2B4Cl2O12,N
 mp-8892, In4Li4F16,N
 mp-8898, Al4Ta4O16,N
 mp-8977, Ca16N24P8,N
 mp-905, La6F18,N
 mp-9703, Ga8K16Li8As16,N
 mp-9719, Al8Li8Na16P16,N
 mp-9726, Be4Sr4F16,N
 mp-976349, Lu4Cl4H8O8,N
 mp-978553, As16Si8,N
 mp-1106023, Ni8Sb24,N
 mp-1239, Ir8Sb24,N
 mp-1317, Co8Sb24,N
 mp-1357, Rh8P24,N
 mp-13853, Ir8P24,N
 mp-1944, Co8P24,N
 mp-2301, Ni8P24,N
 mp-2395, Rh8Sb24,N
 mp-452, Co8As24,N
 mp-8182, Rh8As24,N
 mp-6109, Ca4Ti4O20Si4,N
 mp-654109, Ba4Cu16S12,N
 mp-10288, Cu4La4S4Te4,N
 mp-10487, Rb8Sb8,N
 mp-10495, Cu4Nd4S8,N
 mp-10509, Ba2Ga2B2F4O6,N
 mp-10510, Al2Ba2B2F4O6,N
 mp-10533, Cu4Y4S8,N
 mp-10555, Ba4Li2Re2N8,N
 mp-10556, Li2Re2Sr4N8,N
 mp-10620, Li4Pr4O8,N
 mp-10804, Na4Y4F4O16P4,N
 mp-10834, Cu4Nd8Rb4S16,N
 mp-10835, Cu4Rb4Sm8S16,N
 mp-10935, Er4Na4F4O16P4,N
 mp-11114, Cu2K2Pd2Se10,N
 mp-11115, Cu2Pd2Rb2Se10,N
 mp-11151, Na16Pr16Te32,N
 mp-11166, Ba2Zn2C2F4O6,N
 mp-11347, Tb4F12,N
 mp-11602, Cu4K4Y8S16,N
 mp-11790, Cu4La4Se8,N
 mp-11792, Cu4Pr4Se8,N
 mp-11793, Cu4Sm4Se8,N
 mp-11923, Cu8Rb16Ta8S32,N
 mp-11924, Cu8Rb16Ta8Se32,N
 mp-11925, Cu8Rb4Ta4Se16,N
 mp-12023, Cu4Mn2S8Si2,N
 mp-12181, Ba4Sn4S8,N
 mp-12364, Ba4Cu8Sn4Se16,N
 mp-12453, Cu4Ho4S8,N
 mp-12454, Cu4Er4S8,N
 mp-12455, Cu4Tm4S8,N
 mp-12457, Cu4Lu4S8,N
 mp-12984, Cu4Tb4Se8,N
 mp-13725, Li6O8P2,N
 mp-14395, Al4Na4As4F4O16,N
 mp-14476, Li16Rh16O32,N
 mp-14635, Ag8Rb16V8Se32,N
 mp-14636, Ag8Nb8Rb16S32,N
 mp-14637, Ag8Cs16Nb8Se32,N
 mp-14659, K8As8Se16,N
 mp-15147, Cu8K16V8S32,N
 mp-15217, Ag8Rb16Ta8S32,N
 mp-15218, Ag8Cs16Ta8S32,N
 mp-15221, Cu8Nb8Rb16S32,N
 mp-15222, Cu8Nb8Rb16Se32,N
 mp-1536, K8Sb8,N
 mp-16116, Cu4Rb4Sm8Se16,N
 mp-16118, Cu4Dy8Rb4Se16,N
 mp-16179, Cu8Sr4Ge4Se16,N
 mp-16445, Cs4Cu4Sm8Se16,N
 mp-16560, Cu4Er8K4Se16,N
 mp-16684, Cu4Pr4S8,N
 mp-17112, Au2K6Ge8,N
 mp-17830, Au2Rb6Ge8,N
 mp-18500, Au2K6Sn8,N
 mp-20331, Cu4Sb4Se8,N
 mp-22982, Bi4Cu4S8,N
 mp-23287, Cu8Cl8,N
 mp-23395, Hg16Cl8O8,N
 mp-23421, Li4Yb8Cl20,N
 mp-24119, Ca32H16N16,N
 mp-2416, Y4F12,N
 mp-2632, Tl4F12,N
 mp-27758, Al4Tl8F20,N
 mp-28007, Ba4Hg4S8,N
 mp-28080, K8Sn4Te20,N
 mp-28136, Hg16I8O8,N
 mp-28220, Fe2Hf2Cl12,N
 mp-28232, Mg4Ti8O20,N
 mp-28253, Bi8Li8O16,N
 mp-28261, Na16Sn4O12,N
 mp-28347, Al4K6As6,N
 mp-28520, Rb8Sn4Te20,N
 mp-28671, Zr4Br20Te8,N
 mp-28815, Sn2Th2I12,N
 mp-29139, Au4Na4Se8,N
 mp-29331, K6F24H18,N
 mp-29567, Cu4Br4Se8,N
 mp-2969, Cs4Sb4Se8,N
 mp-30971, Cu4Cl4Te8,N
 mp-31037, Cu4I4Te8,N
 mp-3739, Cu4Nd4Se8,N
 mp-37498, Li10Cl4N2,N
 mp-3777, Ba8N16Si8,N
 mp-3934, Cu6P2S8,N
 mp-4468, Cu4S8Sb4,N
 mp-4841, Cu4La4S8,N
 mp-4930, Al8Ti4O20,N
 mp-505148, Pb2Th2I12,N
 mp-5081, Cu4Sm4S8,N
 mp-510341, Au2Cs6Ge8,N
 mp-540912, Ir8As24,N
 mp-541378, Bi4Cs4S8,N
 mp-5478, Pd24Tl8O32,N
 mp-554105, Ag4Cd2Ge2S8,N
 mp-555044, Cu4Dy4S8,N
 mp-555186, Li4Sn2Zn2S8,N
 mp-556872, Rb4C4O8,N
 mp-559766, Cs12Li4F16,N
 mp-559893, Bi2Li2Pd4O8,N
 mp-560616, K4C4O8,N
 mp-560977, K4Ti4P4S20,N
 mp-561639, Cs4S8Sb4,N
 mp-561877, Ho4F12,N
 mp-5637, Sr4Zn4O8,N
 mp-567318, Tl4Sb4Se8,N
 mp-568208, Ir16Cl48,N
 mp-568758, Bi16Br16,N
 mp-569450, Li4B24C4,N
 mp-570844, Ga12Os4,N
 mp-571666, Cs4Li12Cl16,N
 mp-5737, Cu4Tb4S8,N
 mp-6013, Cu8K4Ta4Se16,N
 mp-606510, Cs4Ta4I24,N
 mp-619510, Cs2Hg4Br10,N
 mp-621612, Ag4Pb8Br20,N
 mp-623028, Ag8Cs16Nb8S32,N
 mp-625404, Al4H4O8,N
 mp-6356, Ag2Cd4Ga2S8,N
 mp-6376, Cu8K4V4S16,N
 mp-6402, Na4Zn2Ge2O8,N
 mp-6406, Mg2Na4O8Si2,N
 mp-643036, Ba4Br4H4O4,N
 mp-643384, Ba4H4I4O4,N
 mp-643385, Sr4H4I4O4,N
 mp-643727, Pb4Br4H4O4,N
 mp-6440, Ca4Ti4O20Si4,N
 mp-644418, Ca4C4Cl4H8O12,N
 mp-6449, Cd2Cu4S8Si2,N
 mp-6526, Na4Ge4O20Sb4,N
 mp-6599, Cu8K4Nb4Se16,N
 mp-6873, Al4Ca4F4O16Si4,N
 mp-697084, Pb4H4I4O4,N
 mp-7137, Li4Tb4O8,N
 mp-7331, Cs8Fe4Mg4C24N24,N
 mp-7384, Sm4F12,N
 mp-753153, Dy8C4O20,N
 mp-754658, O12Te4,N
 mp-754668, Hf12N8O12,N
 mp-755132, Zr12N8O12,N
 mp-755537, Hf4Y8O20,N
 mp-755633, K20Se12,N
 mp-755642, Li6V2S8,N
 mp-755998, Zr12N8O12,N
 mp-756044, Na6As2O8,N
 mp-756316, Li6S8Sb2,N
 mp-7593, Li8Rb8F16,N
 mp-7594, Cs8Li8F16,N
 mp-760007, Hf12N8O12,N
 mp-760778, Ag4Li8F20,N
 mp-768422, Tm4H4O8,N
 mp-7688, Cd2Li4Ge2O8,N
 mp-7800, Li4Sm4O8,N
 mp-7943, Li8As8,N
 mp-7944, Na8Sb8,N
 mp-8184, Li4Zn2Ge2O8,N
 mp-8232, Ba4Zr4F24,N
 mp-862772, Cs4Cu4Nd8Se16,N
 mp-8678, Al4Na4F4O16P4,N
 mp-8900, Ag8K16V8S32,N
 mp-8972, Cu8K16Ta8Se32,N
 mp-9003, Cu8K16Nb8Se32,N
 mp-9066, Li4Na2As2O8,N
 mp-9167, Sr4C4N8,N
 mp-9197, Li6As2O8,N
 mp-9371, Er4F12,N
 mp-9576, K4Sb4Se8,N
 mp-9588, Li8P8,N
 mp-9702, Sr6B2O6P2,N
 mp-9712, Ba6B2O6P2,N
 mp-974682, Ga4Rb4H8,N
 mp-9764, Ag8Nb8Rb16Se32,N
 mp-976726, Dy4Li4O8,N
 mp-977414, Cu4Zn2S8Si2,N
 mp-9793, Ba6As2B2O6,N
 mp-11054, Rb32Sn32,N
 mp-11055, Cs32Sn32,N
 mp-11189, Li8Mg4O16Si4,N
 mp-16848, Tl12P4S16,N
 mp-16863, Rb12P4S16,N
 mp-16919, Hf4Y8S20,N
 mp-16969, Lu16O40Si8,N
 mp-17057, Sn4Sr8F8Se12,N
 mp-17154, Rb12S16Sb4,N
 mp-17220, Rb12Ta4S16,N
 mp-17282, Sr4Th8Se20,N
 mp-17283, K12Nb4Se16,N
 mp-17288, Li8Zn4O16Si4,N
 mp-17633, Er8O16Se4Si4,N
 mp-17638, Rb12Sb4Se16,N
 mp-17750, Pr8O16Si4Te4,N
 mp-17805, Ba8Sn4F8Se12,N
 mp-17834, La8O16Se4Si4,N
 mp-17913, Tb8O16Se4Si4,N
 mp-17956, Ca8U4O20,N
 mp-17989, K12P4S16,N
 mp-18148, K12Ta4S16,N
 mp-18177, Ba12Nb4As12O4,N
 mp-18197, Be4Na8Ge4O16,N
 mp-18199, Sr12Ta4As12O4,N
 mp-18219, Dy8O16Se4Si4,N
 mp-18305, Rb12As4Se16,N
 mp-18383, K12Nb4S16,N
 mp-18466, Nd8O16Se4Si4,N
 mp-18471, Sr8U4O20,N
 mp-18542, Nd8O16Si4Te4,N
 mp-18584, Ho8O16Se4Si4,N
 mp-18610, Sm8O16Se4Si4,N
 mp-200, La4P28,N
 mp-21525, Pb32Rb32,N
 mp-28275, Pr4Rb8Cl20,N
 mp-28276, K8Pr4Br20,N
 mp-28277, K8Pr4I20,N
 mp-28316, K12Li4Si16,N
 mp-28351, Dy16Ge8O40,N
 mp-2878, Li12O16P4,N
 mp-28920, Tl20Cl4Se8,N
 mp-2956, Co24Ge36S36,N
 mp-29566, Cs8Na8Ge16,N
 mp-29657, Na16Ge16,N
 mp-2994, Co24Ge36Te36,N
 mp-30107, Nb8Rb2Cl22,N
 mp-30129, Li32Ta8N24,N
 mp-3075, Tl8Ge8S16,N
 mp-31104, Bi16K16,N
 mp-31313, K12P4Se16,N
 mp-3529, K12V4S16,N
 mp-3719, Nb4Rb12S16,N
 mp-3797, K12As4S16,N
 mp-4160, Tl12P4Se16,N
 mp-4279, Ca4Ge8O20,N
 mp-4753, Al8O20Si4,N
 mp-4934, Al8O20Si4,N
 mp-4988, Tl8As8S16,N
 mp-505721, Rb12V4S16,N
 mp-5094, Co24Ge36Se36,N
 mp-541722, Ba8Cs4Br20,N
 mp-542374, K32Sn32,N
 mp-553884, Ba20Br24O16Si4,N
 mp-554420, Y8O20Si4,N
 mp-554950, Hg12As4S12Sb4,N
 mp-555087, Ba20Cl24O16Si4,N
 mp-555414, Ba12O4Sb16,N
 mp-555983, Er16O40Si8,N
 mp-556156, Li4U4B4O20,N
 mp-556237, K4Li4Y4F20,N
 mp-557293, Cd4Li8O16Si4,N
 mp-557304, Sr16Cl16O24Si8,N
 mp-557540, Ag4Rb8S16Sb4,N
 mp-557910, Cd16F8O32P8,N
 mp-558160, Na4Y4C4F8O12,N
 mp-558170, Rb12O16P4,N
 mp-558188, Ag4Hg8As4O16,N
 mp-558241, Ag4Ta4Tl8S16,N
 mp-558724, La8S20Si4,N
 mp-559571, Zr4B8O20,N
 mp-559617, Hf4B8O20,N
